Estacion,Año,Semana,TempMax,TempMin,Presion,Precipitacion,Humedad
BAHÍA BLANCA_Buenos Aires,2019,8,"30,76","16,30","998,37","0,09","53,00"
BAHÍA BLANCA_Buenos Aires,2019,9,"25,71","10,04","1.003,59","0,00","53,14"
BAHÍA BLANCA_Buenos Aires,2019,10,"27,74","11,43","1.006,90","0,00","54,14"
BAHÍA BLANCA_Buenos Aires,2019,11,"27,04","13,97","1.006,27","6,46","71,71"
BAHÍA BLANCA_Buenos Aires,2019,12,"22,70","9,91","1.008,06","1,54","68,14"
BAHÍA BLANCA_Buenos Aires,2019,13,"25,17","9,84","1.011,10","0,00","68,71"
BAHÍA BLANCA_Buenos Aires,2019,14,"26,57","12,33","1.003,31","1,23","65,57"
BAHÍA BLANCA_Buenos Aires,2019,15,"24,11","10,14","1.004,77","0,11","66,71"
BAHÍA BLANCA_Buenos Aires,2019,16,"23,93","8,89","1.005,47","0,00","68,29"
BAHÍA BLANCA_Buenos Aires,2019,17,"22,09","9,34","1.009,86","0,06","75,71"
BAHÍA BLANCA_Buenos Aires,2019,18,"20,50","6,87","1.002,14","0,56","64,14"
BAHÍA BLANCA_Buenos Aires,2019,19,"17,80","7,56","1.007,06","6,14","84,14"
BAHÍA BLANCA_Buenos Aires,2019,20,"19,41","5,86","1.010,69","0,00","75,43"
BAHÍA BLANCA_Buenos Aires,2019,21,"17,04","4,40","1.008,30","0,04","75,86"
BAHÍA BLANCA_Buenos Aires,2019,22,"14,60","3,17","1.008,01","0,10","79,86"
BAHÍA BLANCA_Buenos Aires,2019,23,"18,31","5,93","1.004,77","0,00","69,43"
BAHÍA BLANCA_Buenos Aires,2019,24,"13,49","4,54","1.009,56","0,86","86,86"
BAHÍA BLANCA_Buenos Aires,2019,25,"16,23","7,04","1.004,01","3,71","84,29"
BAHÍA BLANCA_Buenos Aires,2019,26,"11,06","2,83","1.000,73","0,49","74,71"
BAHÍA BLANCA_Buenos Aires,2019,27,"11,33","0,06","1.008,51","0,00","73,00"
BAHÍA BLANCA_Buenos Aires,2019,28,"14,91","2,04","1.008,00","0,00","82,00"
BAHÍA BLANCA_Buenos Aires,2019,29,"16,29","3,33","1.004,59","0,00","62,14"
BAHÍA BLANCA_Buenos Aires,2019,30,"14,84","-1,43","1.015,00","0,00","68,29"
BAHÍA BLANCA_Buenos Aires,2019,31,"17,40","4,77","1.006,93","0,01","58,71"
BAHÍA BLANCA_Buenos Aires,2019,32,"17,20","1,71","1.008,21","0,00","52,29"
BAHÍA BLANCA_Buenos Aires,2019,33,"13,34","-0,16","1.014,20","0,11","74,86"
BAHÍA BLANCA_Buenos Aires,2019,34,"15,84","4,61","1.015,63","0,37","69,29"
BAHÍA BLANCA_Buenos Aires,2019,35,"19,80","5,66","1.006,19","0,03","61,43"
BAHÍA BLANCA_Buenos Aires,2019,36,"13,46","0,71","1.014,20","0,00","71,71"
BAHÍA BLANCA_Buenos Aires,2019,37,"17,74","5,07","1.007,60","1,74","72,29"
BAHÍA BLANCA_Buenos Aires,2019,38,"20,29","1,76","1.004,84","0,00","48,00"
BAHÍA BLANCA_Buenos Aires,2019,39,"27,36","9,64","1.007,44","0,57","46,57"
BAHÍA BLANCA_Buenos Aires,2019,40,"19,07","5,24","1.008,94","0,03","54,43"
BAHÍA BLANCA_Buenos Aires,2019,41,"24,07","8,69","1.002,80","0,00","44,14"
BAHÍA BLANCA_Buenos Aires,2019,42,"20,41","8,26","1.014,44","3,91","67,71"
BAHÍA BLANCA_Buenos Aires,2019,43,"21,77","9,60","1.003,14","6,19","67,57"
BAHÍA BLANCA_Buenos Aires,2019,44,"24,13","9,91","1.003,04","0,04","61,29"
BAHÍA BLANCA_Buenos Aires,2019,45,"25,07","10,70","1.004,34","0,00","47,00"
BAHÍA BLANCA_Buenos Aires,2019,46,"28,81","14,16","1.001,13","2,00","64,86"
BAHÍA BLANCA_Buenos Aires,2019,47,"27,23","11,44","1.006,46","1,14","52,29"
BAHÍA BLANCA_Buenos Aires,2019,48,"24,29","11,84","1.001,49","1,57","48,57"
BAHÍA BLANCA_Buenos Aires,2019,49,"27,70","10,33","1.002,06","0,06","49,86"
BAHÍA BLANCA_Buenos Aires,2019,50,"30,83","14,19","999,26","0,00","35,29"
BAHÍA BLANCA_Buenos Aires,2019,51,"29,74","12,31","1.002,36","0,29","45,57"
BAHÍA BLANCA_Buenos Aires,2019,52,"32,86","16,40","1.000,63","0,71","49,14"
BAHÍA BLANCA_Buenos Aires,2020,1,"29,43","17,09","1.003,69","10,33","71,86"
BAHÍA BLANCA_Buenos Aires,2020,2,"29,04","13,89","998,40","2,43","51,57"
BAHÍA BLANCA_Buenos Aires,2020,3,"31,64","15,37","1.002,54","0,57","49,00"
BAHÍA BLANCA_Buenos Aires,2020,4,"32,23","17,33","1.001,59","1,04","55,00"
BAHÍA BLANCA_Buenos Aires,2020,5,"32,64","15,37","1.001,40","0,07","45,14"
BAHÍA BLANCA_Buenos Aires,2020,6,"27,81","16,04","1.005,90","0,16","70,86"
BAHÍA BLANCA_Buenos Aires,2020,7,"31,13","15,14","1.001,89","2,00","54,43"
BAHÍA BLANCA_Buenos Aires,2020,8,"26,43","11,70","1.006,19","0,04","53,43"
BAHÍA BLANCA_Buenos Aires,2020,9,"31,61","13,63","1.003,03","0,29","53,00"
BAHÍA BLANCA_Buenos Aires,2020,10,"34,39","19,63","1.003,60","0,00","46,57"
BAHÍA BLANCA_Buenos Aires,2020,11,"29,56","14,37","1.005,16","1,71","60,86"
BAHÍA BLANCA_Buenos Aires,2020,12,"29,13","14,10","1.002,83","0,09","61,43"
BAHÍA BLANCA_Buenos Aires,2020,13,"29,24","15,94","1.005,34","5,14","66,71"
BAHÍA BLANCA_Buenos Aires,2020,14,"21,26","11,90","1.007,29","3,00","82,14"
BAHÍA BLANCA_Buenos Aires,2020,15,"21,49","7,51","1.011,70","2,14","69,71"
BAHÍA BLANCA_Buenos Aires,2020,16,"24,04","11,57","1.008,29","0,00","65,71"
BAHÍA BLANCA_Buenos Aires,2020,17,"21,47","9,01","1.008,37","2,86","76,43"
BAHÍA BLANCA_Buenos Aires,2020,18,"18,16","9,90","1.008,56","6,71","85,71"
BAHÍA BLANCA_Buenos Aires,2020,19,"18,86","7,76","1.004,69","0,26","73,14"
BAHÍA BLANCA_Buenos Aires,2020,20,"18,90","6,93","1.005,46","0,00","67,43"
BAHÍA BLANCA_Buenos Aires,2020,21,"16,84","5,97","1.008,14","0,43","78,86"
BAHÍA BLANCA_Buenos Aires,2020,22,"15,80","6,44","1.006,36","1,00","82,57"
BAHÍA BLANCA_Buenos Aires,2020,23,"15,76","5,04","1.009,96","0,46","83,43"
BAHÍA BLANCA_Buenos Aires,2020,24,"15,89","3,97","1.003,16","0,00","66,00"
BAHÍA BLANCA_Buenos Aires,2020,25,"15,80","5,11","1.001,34","1,46","69,86"
BAHÍA BLANCA_Buenos Aires,2020,26,"10,49","0,69","1.007,80","2,29","85,00"
BAHÍA BLANCA_Buenos Aires,2020,27,"9,93","3,66","1.006,81","1,87","91,00"
BAHÍA BLANCA_Buenos Aires,2020,28,"10,06","1,10","1.005,66","0,86","77,14"
BAHÍA BLANCA_Buenos Aires,2020,29,"15,46","1,89","1.006,57","0,01","76,43"
BAHÍA BLANCA_Buenos Aires,2020,30,"10,46","5,61","1.005,96","7,61","87,00"
BAHÍA BLANCA_Buenos Aires,2020,31,"14,63","0,97","1.010,91","0,00","70,29"
BAHÍA BLANCA_Buenos Aires,2020,32,"16,31","4,77","1.009,83","2,00","81,29"
BAHÍA BLANCA_Buenos Aires,2020,33,"14,26","2,01","1.000,60","0,00","55,86"
BAHÍA BLANCA_Buenos Aires,2020,34,"16,76","2,50","1.009,01","0,00","54,43"
BAHÍA BLANCA_Buenos Aires,2020,35,"16,67","4,93","1.005,39","2,00","73,86"
BAHÍA BLANCA_Buenos Aires,2020,36,"15,69","0,67","1.015,37","0,00","74,71"
BAHÍA BLANCA_Buenos Aires,2020,37,"19,34","4,41","1.006,46","0,86","60,14"
BAHÍA BLANCA_Buenos Aires,2020,38,"19,31","4,20","1.008,24","0,00","55,29"
BAHÍA BLANCA_Buenos Aires,2020,39,"22,19","6,40","1.006,69","3,29","65,14"
BAHÍA BLANCA_Buenos Aires,2020,40,"16,59","3,96","1.008,40","0,14","65,86"
BAHÍA BLANCA_Buenos Aires,2020,41,"20,39","4,93","1.005,13","2,00","63,71"
BAHÍA BLANCA_Buenos Aires,2020,42,"27,19","10,69","1.004,99","0,57","56,71"
BAHÍA BLANCA_Buenos Aires,2020,43,"21,29","8,63","1.009,01","3,41","66,71"
BAHÍA BLANCA_Buenos Aires,2020,44,"23,90","5,67","1.008,73","0,00","53,43"
BAHÍA BLANCA_Buenos Aires,2020,45,"27,13","11,46","1.007,94","0,14","60,29"
BAHÍA BLANCA_Buenos Aires,2020,46,"25,17","13,36","1.004,97","7,71","75,57"
BAHÍA BLANCA_Buenos Aires,2020,47,"27,97","11,31","1.005,60","1,57","59,29"
BAHÍA BLANCA_Buenos Aires,2020,48,"27,36","14,87","1.001,87","0,00","52,29"
BAHÍA BLANCA_Buenos Aires,2020,49,"27,89","11,61","1.006,84","0,00","48,14"
BAHÍA BLANCA_Buenos Aires,2020,50,"30,11","14,93","999,33","4,00","43,29"
BAHÍA BLANCA_Buenos Aires,2020,51,"27,99","12,80","998,57","10,29","52,57"
BAHÍA BLANCA_Buenos Aires,2020,52,"34,31","17,34","1.001,69","0,14","50,86"
BAHÍA BLANCA_Buenos Aires,2020,53,"31,99","16,83","1.000,80","1,57","53,86"
BAHÍA BLANCA_Buenos Aires,2021,1,"23,91","14,70","1.002,06","8,00","77,00"
BAHÍA BLANCA_Buenos Aires,2021,2,"27,74","13,34","1.002,96","1,14","54,29"
BAHÍA BLANCA_Buenos Aires,2021,3,"36,53","18,86","1.003,04","0,00","44,43"
BAHÍA BLANCA_Buenos Aires,2021,4,"28,51","13,44","999,59","0,00","51,86"
BAHÍA BLANCA_Buenos Aires,2021,5,"29,57","13,36","1.006,61","0,07","59,29"
BAHÍA BLANCA_Buenos Aires,2021,6,"28,50","15,27","1.006,49","0,16","66,43"
BAHÍA BLANCA_Buenos Aires,2021,7,"29,87","12,30","1.001,90","0,00","47,43"
BAHÍA BLANCA_Buenos Aires,2021,8,"34,16","15,17","1.003,47","0,00","47,29"
BAHÍA BLANCA_Buenos Aires,2021,9,"31,83","18,10","1.003,71","4,77","63,29"
BAHÍA BLANCA_Buenos Aires,2021,10,"29,14","13,83","1.004,54","2,71","57,71"
BAHÍA BLANCA_Buenos Aires,2021,11,"22,90","11,39","1.007,30","0,31","70,00"
BAHÍA BLANCA_Buenos Aires,2021,12,"24,09","12,09","1.008,09","1,91","73,00"
BAHÍA BLANCA_Buenos Aires,2021,13,"27,66","10,83","1.008,04","0,00","66,29"
BAHÍA BLANCA_Buenos Aires,2021,14,"25,87","14,73","1.004,79","10,43","76,71"
BAHÍA BLANCA_Buenos Aires,2021,15,"25,84","13,27","1.005,43","0,00","74,29"
BAHÍA BLANCA_Buenos Aires,2021,16,"23,27","12,01","1.006,74","0,09","76,43"
BAHÍA BLANCA_Buenos Aires,2021,17,"23,81","10,03","1.005,90","0,00","71,00"
BAHÍA BLANCA_Buenos Aires,2021,18,"17,67","4,31","1.013,26","0,00","67,14"
BAHÍA BLANCA_Buenos Aires,2021,19,"20,31","4,84","1.010,36","0,00","67,86"
BAHÍA BLANCA_Buenos Aires,2021,20,"16,40","7,06","1.006,97","5,71","86,71"
BAHÍA BLANCA_Buenos Aires,2021,21,"16,93","5,90","1.000,36","0,00","62,00"
BAHÍA BLANCA_Buenos Aires,2021,22,"15,61","5,46","1.002,63","0,04","72,71"
BAHÍA BLANCA_Buenos Aires,2021,23,"18,24","6,10","1.005,77","0,00","72,43"
BAHÍA BLANCA_Buenos Aires,2021,24,"10,74","0,80","1.018,43","0,70","84,14"
BAHÍA BLANCA_Buenos Aires,2021,25,"13,11","3,36","1.007,51","0,87","80,14"
BAHÍA BLANCA_Buenos Aires,2021,26,"14,79","2,76","1.011,09","0,00","68,57"
BAHÍA BLANCA_Buenos Aires,2021,27,"18,51","5,37","1.005,69","0,00","68,71"
BAHÍA BLANCA_Buenos Aires,2021,28,"13,41","0,56","1.009,04","0,11","70,43"
BAHÍA BLANCA_Buenos Aires,2021,29,"17,34","2,76","1.007,40","0,00","62,57"
BAHÍA BLANCA_Buenos Aires,2021,30,"14,54","1,20","1.014,39","0,00","62,43"
BAHÍA BLANCA_Buenos Aires,2021,31,"20,31","5,43","1.011,20","0,00","59,86"
BAHÍA BLANCA_Buenos Aires,2021,32,"16,54","-0,36","1.015,46","0,00","66,29"
BAHÍA BLANCA_Buenos Aires,2021,33,"17,51","6,19","1.000,69","2,06","65,57"
BAHÍA BLANCA_Buenos Aires,2021,34,"17,63","1,49","1.005,73","0,07","48,86"
BAHÍA BLANCA_Buenos Aires,2021,35,"19,66","9,24","1.008,37","1,57","78,29"
BAHÍA BLANCA_Buenos Aires,2021,36,"17,09","7,91","1.007,16","4,00","85,14"
BAHÍA BLANCA_Buenos Aires,2021,37,"20,63","5,90","1.006,59","3,64","66,57"
BAHÍA BLANCA_Buenos Aires,2021,38,"20,59","6,26","1.012,04","0,00","69,86"
BAHÍA BLANCA_Buenos Aires,2021,39,"19,64","5,01","1.005,70","0,43","61,29"
BAHÍA BLANCA_Buenos Aires,2021,40,"21,57","3,41","1.009,21","0,00","60,14"
BAHÍA BLANCA_Buenos Aires,2021,41,"23,66","8,19","1.004,84","1,00","63,14"
BAHÍA BLANCA_Buenos Aires,2021,42,"25,46","7,31","1.004,66","0,13","55,14"
BAHÍA BLANCA_Buenos Aires,2021,43,"31,01","14,36","1.005,29","0,29","45,29"
BAHÍA BLANCA_Buenos Aires,2021,44,"25,39","9,07","1.008,76","1,71","66,29"
BAHÍA BLANCA_Buenos Aires,2021,45,"26,10","13,26","1.006,49","3,86","62,43"
BAHÍA BLANCA_Buenos Aires,2021,46,"26,63","10,84","1.004,03","0,43","54,29"
BAHÍA BLANCA_Buenos Aires,2021,47,"29,66","14,51","1.000,81","3,70","62,57"
BAHÍA BLANCA_Buenos Aires,2021,48,"24,74","10,54","1.006,77","4,30","67,14"
BAHÍA BLANCA_Buenos Aires,2021,49,"28,81","15,41","1.004,03","0,71","66,86"
BAHÍA BLANCA_Buenos Aires,2021,50,"31,23","16,60","1.005,14","2,43","54,86"
BAHÍA BLANCA_Buenos Aires,2021,51,"32,27","17,79","1.002,94","0,14","56,29"
BAHÍA BLANCA_Buenos Aires,2021,52,"35,22","16,16","998,44","0,24","45,40"
BENITO JUÁREZ_Buenos Aires,2019,1,"28,07","13,88","983,60","2,67","63,50"
BENITO JUÁREZ_Buenos Aires,2019,2,"25,27","12,40","986,79","8,00","70,29"
BENITO JUÁREZ_Buenos Aires,2019,3,"26,44","12,21","991,91","0,00","62,71"
BENITO JUÁREZ_Buenos Aires,2019,4,"28,84","14,70","987,56","2,57","70,43"
BENITO JUÁREZ_Buenos Aires,2019,5,"29,39","14,80","988,90","0,00","61,14"
BENITO JUÁREZ_Buenos Aires,2019,6,"30,83","13,40","986,73","0,43","58,57"
BENITO JUÁREZ_Buenos Aires,2019,7,"28,01","12,01","992,32","0,29","59,00"
BENITO JUÁREZ_Buenos Aires,2019,8,"29,66","14,84","983,14","8,71","67,00"
BENITO JUÁREZ_Buenos Aires,2019,9,"23,54","7,53","987,90","1,29","64,57"
BENITO JUÁREZ_Buenos Aires,2019,10,"25,73","10,49","991,60","0,00","64,14"
BENITO JUÁREZ_Buenos Aires,2019,11,"23,81","12,79","991,34","9,51","81,43"
BENITO JUÁREZ_Buenos Aires,2019,12,"20,56","8,16","992,10","2,43","74,57"
BENITO JUÁREZ_Buenos Aires,2019,13,"23,54","9,20","996,33","0,04","74,43"
BENITO JUÁREZ_Buenos Aires,2019,14,"24,50","10,50","988,43","0,86","66,29"
BENITO JUÁREZ_Buenos Aires,2019,15,"23,60","8,93","989,93","0,39","70,86"
BENITO JUÁREZ_Buenos Aires,2019,16,"22,37","7,06","990,30","0,00","74,00"
BENITO JUÁREZ_Buenos Aires,2019,17,"20,50","5,61","994,54","0,57","77,14"
BENITO JUÁREZ_Buenos Aires,2019,18,"19,74","7,06","987,24","0,17","68,14"
BENITO JUÁREZ_Buenos Aires,2019,19,"17,99","6,41","991,14","3,86","79,00"
BENITO JUÁREZ_Buenos Aires,2019,20,"17,86","5,69","996,06","7,86","81,00"
BENITO JUÁREZ_Buenos Aires,2019,21,"15,76","3,91","992,13","0,00","77,43"
BENITO JUÁREZ_Buenos Aires,2019,22,"14,49","3,36","992,21","0,07","79,86"
BENITO JUÁREZ_Buenos Aires,2019,23,"16,81","5,44","990,36","0,00","74,86"
BENITO JUÁREZ_Buenos Aires,2019,24,"13,80","5,34","992,54","7,83","89,14"
BENITO JUÁREZ_Buenos Aires,2019,25,"15,20","5,91","988,24","5,86","87,43"
BENITO JUÁREZ_Buenos Aires,2019,26,"11,74","3,31","984,84","0,57","77,71"
BENITO JUÁREZ_Buenos Aires,2019,27,"9,74","-0,73","991,74","0,03","74,29"
BENITO JUÁREZ_Buenos Aires,2019,28,"14,87","2,26","992,26","0,14","76,14"
BENITO JUÁREZ_Buenos Aires,2019,29,"14,84","2,11","989,76","0,76","77,71"
BENITO JUÁREZ_Buenos Aires,2019,30,"12,26","-0,29","999,13","0,00","75,71"
BENITO JUÁREZ_Buenos Aires,2019,31,"15,14","3,67","990,75","0,01","69,00"
BENITO JUÁREZ_Buenos Aires,2019,32,"16,21","0,91","992,80","0,00","62,29"
BENITO JUÁREZ_Buenos Aires,2019,33,"11,79","0,01","997,53","0,19","74,14"
BENITO JUÁREZ_Buenos Aires,2019,34,"14,47","1,70","1.000,43","0,03","67,43"
BENITO JUÁREZ_Buenos Aires,2019,35,"19,37","4,84","990,43","2,43","69,14"
BENITO JUÁREZ_Buenos Aires,2019,36,"11,71","0,30","996,73","0,66","76,43"
BENITO JUÁREZ_Buenos Aires,2019,37,"15,83","4,07","991,80","1,86","82,14"
BENITO JUÁREZ_Buenos Aires,2019,38,"17,77","1,89","989,07","0,00","46,71"
BENITO JUÁREZ_Buenos Aires,2019,39,"24,07","5,57","993,03","1,14","57,29"
BENITO JUÁREZ_Buenos Aires,2019,40,"17,51","3,74","993,24","1,31","70,00"
BENITO JUÁREZ_Buenos Aires,2019,41,"22,46","5,64","987,46","0,29","55,57"
BENITO JUÁREZ_Buenos Aires,2019,42,"17,74","5,79","998,16","7,14","69,57"
BENITO JUÁREZ_Buenos Aires,2019,43,"19,61","7,73","987,53","1,76","75,43"
BENITO JUÁREZ_Buenos Aires,2019,44,"20,94","6,99","988,14","1,19","65,14"
BENITO JUÁREZ_Buenos Aires,2019,45,"24,74","7,43","989,41","0,04","54,57"
BENITO JUÁREZ_Buenos Aires,2019,46,"27,23","13,44","986,00","6,29","67,71"
BENITO JUÁREZ_Buenos Aires,2019,47,"24,47","8,99","991,89","5,00","59,00"
BENITO JUÁREZ_Buenos Aires,2019,48,"22,87","9,14","986,21","1,56","55,71"
BENITO JUÁREZ_Buenos Aires,2019,49,"25,93","8,16","986,27","0,79","53,29"
BENITO JUÁREZ_Buenos Aires,2019,50,"28,64","10,90","984,21","0,03","50,14"
BENITO JUÁREZ_Buenos Aires,2019,51,"27,59","10,19","987,33","1,86","53,29"
BENITO JUÁREZ_Buenos Aires,2019,52,"31,56","14,19","986,23","2,14","60,57"
BENITO JUÁREZ_Buenos Aires,2020,1,"26,70","15,77","988,47","4,24","73,29"
BENITO JUÁREZ_Buenos Aires,2020,2,"28,51","12,26","983,81","2,00","48,14"
BENITO JUÁREZ_Buenos Aires,2020,3,"28,51","11,80","988,16","1,00","51,00"
BENITO JUÁREZ_Buenos Aires,2020,4,"33,30","17,30","986,06","0,00","55,86"
BENITO JUÁREZ_Buenos Aires,2020,5,"29,90","12,43","987,13","3,57","50,57"
BENITO JUÁREZ_Buenos Aires,2020,6,"29,07","16,14","989,67","1,86","68,57"
BENITO JUÁREZ_Buenos Aires,2020,7,"27,87","14,41","987,79","5,71","63,14"
BENITO JUÁREZ_Buenos Aires,2020,8,"24,23","10,84","989,89","1,57","63,14"
BENITO JUÁREZ_Buenos Aires,2020,9,"29,50","11,39","988,33","0,00","55,29"
BENITO JUÁREZ_Buenos Aires,2020,10,"32,34","16,89","989,86","0,00","57,29"
BENITO JUÁREZ_Buenos Aires,2020,11,"27,36","12,11","990,47","1,57","69,00"
BENITO JUÁREZ_Buenos Aires,2020,12,"25,59","12,59","988,40","9,00","69,57"
BENITO JUÁREZ_Buenos Aires,2020,13,"27,27","15,37","990,39","4,00","76,29"
BENITO JUÁREZ_Buenos Aires,2020,14,"20,61","11,14","990,59","7,00","83,43"
BENITO JUÁREZ_Buenos Aires,2020,15,"18,91","5,44","996,44","3,29","79,86"
BENITO JUÁREZ_Buenos Aires,2020,16,"21,17","7,60","993,47","0,00","71,57"
BENITO JUÁREZ_Buenos Aires,2020,17,"20,29","8,37","993,16","1,14","78,29"
BENITO JUÁREZ_Buenos Aires,2020,18,"16,99","9,11","992,33","8,96","86,14"
BENITO JUÁREZ_Buenos Aires,2020,19,"17,36","7,37","989,11","0,86","79,00"
BENITO JUÁREZ_Buenos Aires,2020,20,"17,30","5,07","989,76","0,71","76,83"
BENITO JUÁREZ_Buenos Aires,2020,21,"16,51","4,79","991,29","0,87","79,57"
BENITO JUÁREZ_Buenos Aires,2020,22,"14,37","6,40","989,24","0,47","89,43"
BENITO JUÁREZ_Buenos Aires,2020,23,"14,21","3,33","994,80","0,00","85,86"
BENITO JUÁREZ_Buenos Aires,2020,24,"14,94","3,01","988,17","0,00","69,86"
BENITO JUÁREZ_Buenos Aires,2020,25,"15,04","4,87","986,23","2,00","81,86"
BENITO JUÁREZ_Buenos Aires,2020,26,"9,67","0,81","991,33","1,06","86,86"
BENITO JUÁREZ_Buenos Aires,2020,27,"9,46","2,26","989,99","2,00","88,86"
BENITO JUÁREZ_Buenos Aires,2020,28,"9,91","-0,89","989,91","0,23","76,86"
BENITO JUÁREZ_Buenos Aires,2020,29,"13,04","1,49","990,89","0,04","76,86"
BENITO JUÁREZ_Buenos Aires,2020,30,"10,61","5,44","987,49","6,14","86,86"
BENITO JUÁREZ_Buenos Aires,2020,31,"13,51","0,30","995,59","0,00","70,29"
BENITO JUÁREZ_Buenos Aires,2020,32,"16,57","4,99","994,03","0,43","79,57"
BENITO JUÁREZ_Buenos Aires,2020,33,"14,07","0,64","984,96","0,00","52,29"
BENITO JUÁREZ_Buenos Aires,2020,34,"15,06","-0,74","993,76","0,04","53,57"
BENITO JUÁREZ_Buenos Aires,2020,35,"16,77","4,00","989,77","1,36","73,86"
BENITO JUÁREZ_Buenos Aires,2020,36,"13,34","-0,13","999,29","0,24","73,43"
BENITO JUÁREZ_Buenos Aires,2020,37,"16,66","3,46","991,79","2,86","66,57"
BENITO JUÁREZ_Buenos Aires,2020,38,"17,44","1,29","992,37","0,00","54,43"
BENITO JUÁREZ_Buenos Aires,2020,39,"18,36","4,96","991,39","5,14","73,43"
BENITO JUÁREZ_Buenos Aires,2020,40,"16,06","2,20","992,36","0,14","66,57"
BENITO JUÁREZ_Buenos Aires,2020,41,"18,04","4,79","989,34","0,77","65,71"
BENITO JUÁREZ_Buenos Aires,2020,42,"24,59","7,11","991,06","5,71","66,43"
BENITO JUÁREZ_Buenos Aires,2020,43,"18,14","8,11","993,67","8,29","77,14"
BENITO JUÁREZ_Buenos Aires,2020,44,"19,78","5,23","993,52","0,05","59,67"
BENITO JUÁREZ_Buenos Aires,2020,45,"23,98","11,02","994,28","0,33","63,17"
BENITO JUÁREZ_Buenos Aires,2020,46,"25,32","13,43","990,12","2,65","69,00"
BENITO JUÁREZ_Buenos Aires,2020,47,"25,82","8,47","991,05","0,33","57,17"
BENITO JUÁREZ_Buenos Aires,2020,48,"24,93","13,38","986,97","3,00","65,83"
BENITO JUÁREZ_Buenos Aires,2020,49,"24,90","6,22","991,28","0,00","49,33"
BENITO JUÁREZ_Buenos Aires,2020,50,"30,53","12,97","984,73","1,50","41,17"
BENITO JUÁREZ_Buenos Aires,2020,51,"29,08","11,52","981,78","1,17","44,17"
BENITO JUÁREZ_Buenos Aires,2020,52,"33,40","14,30","987,77","0,00","40,50"
BENITO JUÁREZ_Buenos Aires,2020,53,"30,65","14,33","985,70","9,50","56,83"
BENITO JUÁREZ_Buenos Aires,2021,1,"24,45","14,67","985,57","12,70","78,50"
BENITO JUÁREZ_Buenos Aires,2021,2,"25,42","12,93","989,02","2,00","58,80"
BENITO JUÁREZ_Buenos Aires,2021,3,"32,68","16,43","991,60","0,00","46,33"
BENITO JUÁREZ_Buenos Aires,2021,4,"28,93","15,85","982,03","1,62","58,00"
BENITO JUÁREZ_Buenos Aires,2021,5,"27,90","10,37","990,85","1,65","64,17"
BENITO JUÁREZ_Buenos Aires,2021,6,"24,80","12,58","992,28","2,15","78,33"
BENITO JUÁREZ_Buenos Aires,2021,7,"25,52","12,48","986,42","0,18","67,00"
BENITO JUÁREZ_Buenos Aires,2021,8,"30,32","13,65","989,45","0,00","53,50"
BENITO JUÁREZ_Buenos Aires,2021,9,"29,00","15,40","989,11","0,57","66,43"
BENITO JUÁREZ_Buenos Aires,2021,10,"27,50","12,39","990,09","0,86","62,71"
BENITO JUÁREZ_Buenos Aires,2021,11,"21,71","11,16","991,11","7,10","74,86"
BENITO JUÁREZ_Buenos Aires,2021,12,"22,06","12,53","991,19","4,14","81,29"
BENITO JUÁREZ_Buenos Aires,2021,13,"23,39","10,77","993,89","0,00","76,00"
BENITO JUÁREZ_Buenos Aires,2021,14,"23,67","13,87","989,63","10,86","82,43"
BENITO JUÁREZ_Buenos Aires,2021,15,"23,77","10,64","991,21","0,71","78,43"
BENITO JUÁREZ_Buenos Aires,2021,16,"21,01","13,29","992,19","5,43","84,43"
BENITO JUÁREZ_Buenos Aires,2021,17,"21,49","10,13","991,73","0,00","76,29"
BENITO JUÁREZ_Buenos Aires,2021,18,"15,10","3,24","997,30","0,04","80,29"
BENITO JUÁREZ_Buenos Aires,2021,19,"18,24","4,20","994,53","0,00","67,57"
BENITO JUÁREZ_Buenos Aires,2021,20,"14,66","5,99","989,94","4,79","86,43"
BENITO JUÁREZ_Buenos Aires,2021,21,"14,59","2,76","984,59","0,00","69,00"
BENITO JUÁREZ_Buenos Aires,2021,22,"14,67","4,84","987,21","0,07","75,71"
BENITO JUÁREZ_Buenos Aires,2021,23,"15,84","4,77","991,10","0,00","81,14"
BENITO JUÁREZ_Buenos Aires,2021,24,"10,80","-0,56","1.001,41","0,00","78,29"
BENITO JUÁREZ_Buenos Aires,2021,25,"11,71","3,20","991,10","0,49","86,29"
BENITO JUÁREZ_Buenos Aires,2021,26,"11,70","3,23","995,20","0,09","75,17"
BENITO JUÁREZ_Buenos Aires,2021,27,"14,70","4,44","991,11","1,00","78,86"
BENITO JUÁREZ_Buenos Aires,2021,28,"13,37","0,44","992,03","0,09","71,43"
BENITO JUÁREZ_Buenos Aires,2021,29,"15,70","2,41","991,30","0,86","71,29"
BENITO JUÁREZ_Buenos Aires,2021,30,"12,31","-0,23","997,63","1,36","68,57"
BENITO JUÁREZ_Buenos Aires,2021,31,"16,33","3,43","997,06","0,00","72,86"
BENITO JUÁREZ_Buenos Aires,2021,32,"12,43","-2,64","999,83","0,00","71,86"
BENITO JUÁREZ_Buenos Aires,2021,33,"16,03","5,44","985,63","1,00","76,14"
BENITO JUÁREZ_Buenos Aires,2021,34,"17,54","1,63","990,89","0,00","49,57"
BENITO JUÁREZ_Buenos Aires,2021,35,"18,80","6,86","993,07","6,94","82,29"
